id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FC2G,ACCESSORY SYSTEMS,COOLING WATER SYSTEMS,COOLING WATER,COOLING WATER LEAK DETECTION SYSTEM [FC2G],Cooling Water Leak Detection System
FC3A,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD TURBINE AND ACCESSORY FIRE DETECTION SYSTEM [FC3A],TURBINE/ACCESSORY FIRE DETECTION SYSTEM
FC3B,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD TURBINE COMPARTMENT ONLY FIRE DETECTION SYSTEM [FC3B],TURBINE COMPARTMENT ONLY FIRE DETECTION SYS
FC3C,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD TURBINE AND ACCESSORY FIRE DETECTION SYSTEM PIPING [FC3C],TURBINE/ACCESSORY FIRE PROTECTION PIPING
FC3D,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD TURBINE COMPARTMENT ONLY FIRE DETECTION SYSTEM PIPING[FC3D],TURBINE COMP. ONLY FIRE PROTECTION PIPING
FC3E,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD HIGH-PRESSURE CO2 BOTTLES IN CONTROL CAB [FC3E],HIGH PRESSURE CO2 BOTTLES IN CONTROL CAB
FC3F,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD HIGH-PRESSURE CO2 BOTTLES IN OFF BASE SKID [FC3F],HIGH PRESSURE CO2 BOTTLES ON OFF BASE SKID
FC3G,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD LOW PRESSURE CO2 TANK [FC3G],LOW PRESSURE CO2 TANK
FC3H,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD HALON 1301 FIRE PROTECTION SUPPLY SYSTEM [FC3H],HALON 1301 FIRE PROTECTION SUPPLY SYSTEM
FC3J,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD HALON 1211 FIRE PROTECTION SUPPLY SYSTEM [FC3J],HALON 1211 FIRE PROTECTION SUPPLY SYSTEM
FC3K,ACCESSORY SYSTEMS,FIRE DETECTION AND PROTECTION SYSTEMS,FIRE PROTECTION,ADD WATER MIST FIRE PROTECTION SYSTEM [FC3K],Water Mist Fire Protection
FC4A,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD OFF-LINE COMPRESSOR-ONLY WATER WASH [FC4A],COMPRESSOR WATER WASH ONLY (OFF-LINE)
FC4B,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD ON- AND OFF-LINE COMPRESSOR-ONLY WATER WASH [FC4B],COMPRESSOR WATER WASH ONLY (ON&OFF-LINE)
FC4C,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD TURBINE AND CMPRSR WATER WASH [FC4C],TURBINE & COMPRESSOR WATER WASH
FC4D,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD WATER WASH SKID [FC4D],WATER WASH SKID
FC4E,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD WATER WASH SKID ENCLOSURE [FC4E],WATERWASH SKID ENCLOSURE
FC4F,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD CMPRSR ABRASIVE CLEANING HOPPER [FC4F],COMPRESSOR ABRASIVE CLEANING HOPPER
FC4G,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,APPLY FLAME DETECTOR BY-PASS FOR CMPRSR CLEANING [FC4G],FLAME DETECTOR BYPASS FOR COMPR CLEANING
FC4H,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,APPLY TURBINE AND CMPRSR CLEANING [FC4H],TURB&COMPRESSOR CLEANING
FC4J,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD TURBINE AND CMPRSR CLEANING SKID [FC4J],TURB & COMPRESSOR CLEANING SKID
FC4K,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD ON-LINE COMPRESSOR-ONLY WATER WASH [FC4K],COMPRESSOR WATER WASH ONLY(ON-LINE)
FC4L,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,PROVIDE PORTABLE ON- AND OFF-LINE WATER WASH [FC4L],Portable On/Off-line Water Wash
FC4M,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,ADD PULSED-WATER CMPRSR OFF-LINE WATER WASH [FC4M],COMPRESSOR PULSED WATER WASH (OFF LINE)
FC4N,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,UPGRADE WATER WASH FOR REDUCED R0 EROSION [FC4N],Waterwash Modification for reduced R0 Erosion
FC4O,ACCESSORY SYSTEMS,COMPRESSOR AND TURBINE WASHING AND CLEANING,WATER WASH,APPLY F-CLASS GAS TURBINE COMPRESSOR WASHING  [FC4O],F-Class Gas Turbine Compressor Washing
FC5B,ACCESSORY SYSTEMS,ATOMIZING AIR SYSTEMS,COMBUSTION,APPLY AIR START COMBUSTION SYSTEM [FC5B],AIR START COMBUSTION SYSTEM
FD1A,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD INLET SYSTEM DIFFERENTIAL PRESSURE INDICATOR [FD1A],INLET SYSTEM DIFFERENTIAL PRESSURE INDICATO
FD1B,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD INLET SYSTEM DIFFERENTIAL PRESSURE ALARM [FD1B],INLET SYSTEM DIFFERENTIAL PRESSURE ALARM
FD1C,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD INLET SYSTEM MONOMETER [FD1C],INLET SYSTEM MONOMETER
FD1D,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD EXHAUST SYSTEM MONOMETER [FD1D],EXHAUST SYSTEM MONOMETER
FD1E,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD EXHAUST DUCT OVER-PRESSURE PROTECTION SWITCHES AND TRANSMITTER [FD1E],EXHAUST DUCT PROTECTIVE PRESSURE SWITCH
FD1F,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST SYSTEM INSTRUMENTATION,INSTRUMENTATION,ADD EXHAUST PRESSURE DIFFERENTIAL INDICATOR [FD1F],EXHAUST PRESSURE DIFFERENTIAL INDICATOR
FD2A,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD ONE-STAGE (IS) INLET FILTER [FD2A],ONE STAGE (IS) INLET FILTER
FD2B,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD TWO-STAGE (ONE-STAGE AND HE) INLET FILTER [FD2B],TWO STAGE (IS&HE) INLET FILTER
FD2C,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"ADD THREE-STAGE (IS, HE AND PREFILTER) INLET FILTER [FD2C]",3-STAGE (IS/HE/PREFILTER) INL FILTER
FD2D,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD SELF-CLEANING INLET FILTERS [FD2D],SELF-CLEANING INLET FILTERS
FD2E,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD WEATHER LOUVRES ON THE INLET FILTER COMPARTMENT [FD2E],WEATHER LOUVERS ON INLET FILTER COMPT
FD2F,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD WEATHER HOOD ONTO INLET FILTER COMPARTMENT [FD2F],WEATHER HOOD ADD ON TO INLET FLT COMPT
FD2G,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD ONE-STAGE MOISTURE SEPARATOR TO THE INLET SYSTEM [FD2G],MOISTURE SEPARATOR - 1 STAGE
FD2H,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,ADD THREE-STAGE MOISTURE SEPARATOR TO THE INLET SYSTEM [FD2G],MOISTURE SEPARATOR - 3 STAGE
FD2J,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,SELF-CLEANING INLET FILTERS (DONALDSON)
FD2K,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,SELF-CLEANING INLET FILTERS (FARR)
FD2L,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,SELF-CLEANING INLET FILTERS (PNEUMAFIL)
FD2M,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,SELF-CLEANING INLET FILTERS (AAF)
FD2N,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,APPLY SEPARATE AIR CMPRSR FOR SELF-CLEANING INLET FILTERS [FD2N],SEPARATE AIR COMPR/SELF CLN INLET FILTER
FD2P,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,SELF-CLEANING INLET FILTER FOR CMPRSR BLEED AIR SUPPLY [FD2P],COMPRESSOR BLEED AIR SUPPLY/SELF CLN FILTER
FD2Q,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,Inlet Filtration Options
FD2QA,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR SELF CLEANING, WEATHER HOOD AND BIRD SCREEN [FD2QA]",Inlet Filtr: Self-Cleaning / Weather Hood / Bird Screen
FD2QB,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR SELF CLEANING, WEATHER HOOD,  COALESCING FILTER, AND MOISTURE SEPARATOR [FD2QB]",Inlet Filtr: SC / WH / Moisture Separator / Coalescing F
FD2QC,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE TWO-STAGE STATIC INLET FILTERS WITH OPTIONS FOR WEATHER HOOD AND BIRD SCREEN [FD2QC],Inlet Filtr: Two-Stg Static / Weather Hood / Bird Screen
FD2QD,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE THREE-STAGE STATIC INLET FILTERS WITH OPTION FOR WEATHER HOOD [FD2QD],Inlet Filtr: Three-Stg Static / Weather Hood
FD2QE,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE THREE-STAGE STATIC INLET FILTERS WITH OPTION FOR VANE SEPARATOR [FD2QE],Inlet Filtr: Three-Stg Static / Vane Separator
FD2QF,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR SALT REMOVAL, VANE SEPARATOR, COALESCING FILTER, AND WATER-TIGHT FINAL FILTER [FD2QF]",Inlet Filtr: Salt Removal / VS / CF / Water-Tight Final Fltr
FD2QG,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR SALT REMOVAL, WEATHER HOOD, VANE SEPARATOR, COALESCING FILTER, AND WATER-TIGHT FINAL FILTER [FD2QG]",Inlet Filtr: Salt Removal / WH / VS / CF / Water-Tight Fltr
FD2QH,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR SALT REMOVAL, SELF-CLEANING, WEATHER HOOD, MOISTURE SEPARATOR, COALESCING FILTER, AND WATER-TIGHT FINAL FILTER [FD2QH]",Inlet Filtr: Salt Rmvl / SC / WH / MS / CF / Water-Tight
FD2QI,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,"PROVIDE INLET FILTERS WITH OPTIONS FOR STICKY PARTICULATE, WEATHER HOOD, BIRD SCREEN, DLPF, PF, STATIC FINAL FILTER  [FD2QI]",Inlet Filtr: Sticky Partic / WH / BS / DLPF / PF / Static
FD2R,INLET & EXHAUST SYSTEMS,INLET FILTRATION,,,Inlet Filtration Final Filter Options
FD2RA,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE INLET FINAL FILTER - F9 PER EN799-2002 [FDR2A],Inlet Final Filtr: F9 as per EN799-2002
FD2RB,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE INLET FINAL FILTER - BLENDED MEDIA [FD2RB],Inlet Final Filtr: Media Blended
FD2RC,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE INLET FINAL FILTER - F8 PER EN779-2002 [FD2RC],Inlet Final Filtr: F8 as per EN779-2002 (filtration efficien
FD2RD,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE INLET FINAL FILTER - 100 PERCENT SYNTHETIC [FD2RD],Inlet Final Filtr: 100% Synthetic
FD2RE,INLET & EXHAUST SYSTEMS,INLET FILTRATION,INLET AND EXHAUST,PROVIDE INLET FINAL FILTER - 100 PERCENT SYNTHETIC - NON-FERROUS [FD2RE],Inlet Final Filtr: 100% Synthetic Non-Ferrous
FD3A,INLET & EXHAUST SYSTEMS,ANTI-ICING,INLET AND EXHAUST,ADD CMPRSR BLEED ANTI-ICING FUNCTION TO INLET BLEED HEAT [FD3A],COMPRESSOR BLEED ANTI-ICING
FD3B,INLET & EXHAUST SYSTEMS,ANTI-ICING,INLET AND EXHAUST,ADD EXHAUST GAS RECIRC FOR ANTI-ICING WITH GAS-ONLY COMBUSTORS [FD3B],EXHAUST GAS RECIRC ANTI-ICING (GAS ONLY)
FD3C,INLET & EXHAUST SYSTEMS,ANTI-ICING,INLET AND EXHAUST,ADD EXHAUST GAS HEAT EXCHANGER ANTI-ICING SYSTEM [FD3C],EXHAUST GAS HEAT EXCHANGER ANTI-ICING SYS
FD3D,INLET & EXHAUST SYSTEMS,ANTI-ICING,INSTRUMENTATION,ADD FROST POINT DETECTOR [FD3D],FROST POINT DETECTOR
FD3E,INLET & EXHAUST SYSTEMS,ANTI-ICING,INSTRUMENTATION,ADD ICING ALARM SOFTWARE [FD3E],ICING ALARM
FD3F,INLET & EXHAUST SYSTEMS,ANTI-ICING,INLET AND EXHAUST,ADD ANTI-ICING SELF CLEANING FILTERS [FD3F],SELF CLEANING FILTER FOR ANTI-ICING
FD3G,INLET & EXHAUST SYSTEMS,ANTI-ICING,INLET AND EXHAUST,ADD CMPRSR BLEED ANTI-ICING (INLET DUCT) TO INLET BLEED HEAT [FD3G],COMPRESSOR BLEED INLET HEATING (INLET DUCT)
FD4A,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE INLET TRANSITION [FD4A],INLET TRANSITION
FD4B,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE INLET 90-DEGREE ELBOW [FD4B],INLET 90 DEG ELBOW
FD4C,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE INLET EXPANSION JOINT [FD4C],EXPANSION JOINT - INLET
FD4D,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE INLET DUCT [FD4D],INLET DUCT
FD4E,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE INLET SUPPORT STEEL BY GTD [FD4E],INLET SUPPORT STEEL BY GTD
FD4F,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,ADD EXHAUST EXPANSION JOINT [FD4F],EXHAUST EXPANSION JOINT
FD4G,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,ADD EXHAUST TRANSITION DUCT [FD4G],EXHAUST TRANSITION SECTION
FD4H,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,UPGRADE EXHAUST PLENUMS [FD4H],Upgraded Exhaust Plenums for E-Class
FD4J,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,PROVIDE ARCHITECTURAL SIDING [FD4J],ARCHITECTURAL SIDING
FD4K,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,ADD INLET PLENUM VIEWING WINDOW [FD4K],Add Inlet Plenum Viewing Window
FD4L,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,APPLY TIL 1320 INLET BLEED HEAT PIPE GUIDE SUPPORT MODIFICATION [FD4L],IBH Pipe Guide Support Modification
FD4M,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,INLET AND EXHAUST,ELIMINATE INLET BLEED HEAT DRAIN VALVE [FD4M],Elimination of IBH Drain Valve
FD4N,INLET & EXHAUST SYSTEMS,INLET AND EXHAUST DUCTING,CASINGS,QUICK-DISASSEMBLY EXHAUST PLENUM FLANGE [FD4N],Quick-Disassembly Exhaust Plenum Flange
FD5A,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,ADD 80 PERCENT EFFECTIVE INLET EVAPORATIVE COOLER [FD5A],80% EFFECTIVENESS EVAPORATIVE COOLER
FD5B,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,ADD 90 PERCENT EFFECTIVE INLET EVAPORATIVE COOLER [FD5B],90% EFFECTIVENESS EVAPORATIVE COOLER
FD5C,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,ADD 85 PERCENT EFFECTIVE INLET EVAPORATIVE COOLER [FD5C],85% EFFECTIVENESS EVAPORATIVE COOLER
FD5D,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,ADD INLET FOGGER [FD5D],Inlet Fogger
FD5E,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,ADD INLET CHILLER [FD5E],Inlet Chiller
FD5F,INLET & EXHAUST SYSTEMS,EVAPORATIVE COOLER,INLET AND EXHAUST,PROVIDE TURBODEK EVAPORATIVE COOLER MEDIA [FD5F],TurboDek Evap Cooler Media
FD6A,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 0 INLET AND EXHAUST SILENCING [FD6A],LEVEL 0 SILENCING
FD6B,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 1 INLET SILENCING [FD6B],LEVEL 1 INLET SILENCING
FD6C,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 2 INLET SILENCING [FD6C],LEVEL 2 INLET SILENCING
FD6D,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 3 INLET SILENCING [FD6D],LEVEL 3 INLET SILENCING
FD6E,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 4 INLET SILENCING [FD6E],LEVEL 4 INLET SILENCING
FD6F,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,ACCOUSTIC LEVEL GUARANTEE [FD6F],ACOUSTIC LEVEL GUARANTEE
FD6G,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 1 EXHAUST SILENCING [FD6G],LEVEL 1 EXHAUST SILENCING
FD6H,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 2 EXHAUST SILENCING [FD6H],LEVEL 2 EXHAUST SILENCING
FD6J,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 3 EXHAUST SILENCING [FD6J],LEVEL 3 EXHAUST SILENCING
FD6K,INLET & EXHAUST SYSTEMS,SILENCING,INLET AND EXHAUST,PROVIDE LEVEL 4 EXHAUST SILENCING [FD6K],LEVEL 4 EXHAUST SILENCING
FD6L,INLET & EXHAUST SYSTEMS,SILENCING,DATA AND SERVICES,PROVIDE ACOUSTIC DATA [FD6L],ACOUSTIC DATA
FD7A,INLET & EXHAUST SYSTEMS,Inlet and Exhaust System Conditioning,INLET AND EXHAUST,APPLY PART LOAD INLET PRE-HEATING SYSTEM [FD7A],Part Load Inlet Pre-Heating System eNPP 09-798
FE1A,ATMOSPHERIC PROTECTION,"COMP PRESSURIZATION, HEATING & COOLING",ENCLOSURES AND PIPING,PROVIDE TURBINE AND ACCESSORY BASE COMPARTMENT PRESSURIZATION [FE1A],COMP PRESSURIZATION - TURB/ACCY BASE
FE1B,ATMOSPHERIC PROTECTION,"COMP PRESSURIZATION, HEATING & COOLING",ENCLOSURES AND PIPING,PROVIDE WEATHER ENTRANCE FOR CONTROL CAB [FE1B],WEATHER ENTRANCE FOR CONTROL CAB
FE2A,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,UPGRADE TO TEFC MOTORS (EXCEPT STARTING MOTOR) [FE2A],TEFC MOTORS (EXCEPT STARTING MOTOR)
FE2B,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,PROVIDE ANTI-FUNGUS COATING FOR MOTOR [FE2B],TROPICALIZATION (ANTI-FUNGUS COATING MTR)
FE2C,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,PROVIDE HIGH AMBIENT TEMPERATURE MOTOR INSULATION [FE2C],HIGH AMBIENT MOTOR INSULATION
FE2D,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,ADD MOTOR HEATERS [FE2D],MOTOR HEATERS
FE2E,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,PROVIDE GE ENERGY SAVER MOTORS [FE2E],"GE ""ENERGY SAVER"" MOTORS"
FE2F,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,PROVIDE EXTRA-SEVERE DUTY MOTORS [FE2F],EXTRA SEVERE DUTY MOTORS
FE2G,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,ELECTRICAL POWER,APPLY CAST IRON MOTOR HOUSINGS [FE2G],CAST IRON MOTOR HOUSINGS
FE2H,ATMOSPHERIC PROTECTION,COMPONENT ATMOSPHERIC PROTECTION,SYSTEM UPGRADES,PROVIDE HEATER TO PROTECT GAS PATH DURING SHUTDOWN [FE2H],HEATER TO PROTECT GAS PATH DURING SHUTDOWN
FF1A,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,ADD TURBINE COMPARTMENT LAGGING [FF1A],ADD TURBINE COMPARTMENT LAGGING
FF1B,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,ADD ACCESSORY COMPARTMENT LAGGING [FF1B],ADD ACCESSORY COMPARTMENT LAGGING
FF1C,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,ADD AFT EXHAUST LAGGING [FF1C],ADD AFT EXHAUST LAGGING
FF1D,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE SINGLE AC COMPARTMENT VENT FAN [FF1D],SINGLE (AC) COMPARTMENT VENT FAN
FF1DA,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE SINGLE TURBINE COMPARTMENT VENTILATION FAN [FF1DA],Single TB Compartment Ventilation Fan
FF1DB,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE SINGLE LOAD COMPARTMENT VENTILATION FANS [FF1DB],Single Load Compartment Ventilation Fans
FF1DC,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE SINGLE ACCY COMPARTMENT VENTILATION FANS [FF1DC],Single Accy Compartment Ventilation Fans
FF1DD,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE LIQUID FUEL AND ATOMIZING AIR SKID SINGLE COMPARTMENT VENTILATION FANS [FF1DD],Single Fuel and AA Skid Compartment Ventilation Fans
FF1E,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,,,Dual Compartment Ventilation Fans
FF1EA,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE DUAL TURBINE COMPARTMENT VENTILATION FANS [FF1EA],Dual TB Compartment Ventilation Fans
FF1EB,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE DUAL LOAD COMPARTMENT VENTILATION FANS [FF1EB],Dual Load Compartment Ventilation Fans
FF1EC,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE DUAL ACCY COMPARTMENT VENTILATION FANS [FF1EC],Dual Accy Compartment Ventilation Fans
FF1ED,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,PROVIDE LIQUID FUEL AND ATOMIZING AIR SKID DUAL COMPARTMENT VENTILATION FANS [FF1ED],Dual Fuel and AA Skid Compartment Ventilation Fans
FF1F,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,,,SPECIAL REQUIREMENTS
FF1G,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,"MODIFY TURBINE COMPARTMENT FOR QUICK RELEASE ROOF [FF1G, FF1H]",9F Quick Release Roof Mod
FF1GA,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,"MODIFY TURBINE COMPARTMENT ELECTRICAL DISCONNECTS ONLY FOR QUICK RELEASE ROOF [FF1G, FF1H]",Electrical Disconnects ONLY - 9F QRR
FF1H,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,"MODIFY TURBINE COMPARTMENT FOR QUICK RELEASE ROOF [FF1G, FF1H]",7F Quick Release Roof Mod
FF1HA,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,"MODIFY TURBINE COMPARTMENT ELECTRICAL DISCONNECTS ONLY FOR QUICK RELEASE ROOF [FF1G, FF1H]",Electrical Disconnects ONLY - 7F QRR
FF1J,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,ENCLOSURES AND PIPING,UPGRADE TO DIRECT DRIVE VENT FANS IN  LOAD AND TURBINE COMPARTMENTS [FF1J],DIRECT DRIVE COMPARTMENT VENT FANS
FF1K,PACKAGING & ENCLOSURES,LAGGING/PACKAGING,EU Directives,Compliance Modification [FF1K],EU Directives Compliance Modifications
